school_key,academic_year,event_type,sequence_no,title_zh,start_at,end_at,all_day
INT-03,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
INT-03,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
INT-04,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
INT-04,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
INT-04,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
INT-04,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
INT-04,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
INT-04,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
INT-04,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
INT-05,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
INT-05,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
INT-05,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
INT-05,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
INT-05,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
INT-05,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
INT-05,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
INT-06,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
INT-06,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
INT-06,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
INT-06,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
INT-06,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
INT-06,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
INT-06,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
INT-07,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
INT-07,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
INT-07,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
INT-07,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
INT-07,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
INT-07,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
INT-07,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
INT-08,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
INT-08,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
INT-08,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
INT-08,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
INT-08,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
INT-08,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
INT-08,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
INT-09,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
INT-09,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
INT-09,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
INT-09,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
INT-09,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
INT-09,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
INT-09,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
INT-10,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
INT-10,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
INT-10,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
INT-10,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
INT-10,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
INT-10,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
INT-10,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
INT-11,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
INT-11,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
INT-11,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
INT-11,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
INT-11,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
INT-11,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
INT-11,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
INT-12,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
INT-12,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
INT-12,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
INT-12,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
INT-12,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
INT-12,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
INT-12,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
INT-13,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
INT-13,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
INT-13,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
INT-13,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
INT-13,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
INT-13,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
INT-13,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
INT-14,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
INT-14,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
INT-14,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
INT-14,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
INT-14,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
INT-14,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
INT-14,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
INT-15,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
INT-15,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
INT-15,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
INT-15,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
INT-15,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
INT-15,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
INT-15,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
INT-16,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
INT-16,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
INT-16,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
INT-16,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
INT-16,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
INT-16,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
INT-16,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
INT-17,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
INT-17,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
INT-17,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
INT-17,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
INT-17,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
INT-17,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
INT-17,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
INT-18,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
INT-18,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
INT-18,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
INT-18,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
INT-18,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
INT-18,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
INT-18,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
INT-19,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
INT-19,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
INT-19,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
INT-19,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
INT-19,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
INT-19,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
INT-19,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
INT-20,2027-2028,open_day,1,開放日,2026-09-20T09:00:00+08:00,2026-09-20T16:00:00+08:00,true
INT-20,2027-2028,info_session,2,簡介會,2026-10-04T10:00:00+08:00,2026-10-04T12:00:00+08:00,false
INT-20,2027-2028,application_open,3,開放申請,2026-10-15T09:00:00+08:00,,true
INT-20,2027-2028,application_deadline,4,申請截止,2026-11-30T23:59:00+08:00,,false
INT-20,2027-2028,first_interview,5,一面,2026-12-12T09:00:00+08:00,2026-12-12T11:00:00+08:00,false
INT-20,2027-2028,second_interview,6,二面,2027-01-16T09:00:00+08:00,2027-01-16T11:00:00+08:00,false
INT-20,2027-2028,result_release,7,結果公佈,2027-02-06T09:00:00+08:00,,true
